b_cate,m_cate,s_href,s_cate,book_img,book_name,book_url,book_desc,book_price,book_author,book_publish_data,book_press,book_comment
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m3.ddimg.cn/36/30/1407407103-1_b_1.jpg, 信息系统监理师考试32小时通关 薛大龙 主编 【文轩网正版图书】信息系统监理师考试32小时通关 薛大龙 主编,http://product.dangdang.com/1407407103.html,,¥29.80,薛大龙,2018-06-01,中国水利水电出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m3.ddimg.cn/47/16/1418308103-1_b_1.jpg, 全国计算机技术与软件专业技术资格(水平)考试指定用书·信息系统项目管理师教程 柳纯录 主编 著 【文轩网正版图书】全国计算机技术与软件专业技术资格(水平)考试指定用书·信息系统项目管理师教程 柳纯录 主编 著 依据2016年系统集成项目管理工程师新版大纲（第2版）修订的新版教程,http://product.dangdang.com/1418308103.html,?全国计算机专业技术资格考试办公室组织编写的考试指定用书 ? 依据第2版大纲全新改版教程，涵盖系统集成项目管理工程师（项目经理）岗位所要求得主要只是及应用技术。 ? 修订版教程用较大篇幅概括了： ?信息和信息化知识； ? 特别增加关于新一代信息技术及其应用； ?国家信息化发展规划； ?电子商务发展规划； ?智慧城市规划等； ?补充了便于初次参加考试的考生应考所需的应用技术科目案例分析。,¥67.20,柳纯录,2008-01-01,清华大学出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m3.ddimg.cn/93/7/1367387103-1_b_1.jpg, 网络工程师考试大纲 编者:全国计算机专业技术资格考试办公室 著作 【文轩网正版图书】网络工程师考试大纲 编者:全国计算机专业技术资格考试办公室 著作,http://product.dangdang.com/1367387103.html,,¥12.80,全国计算机专业技术资格考试办公室,2018-04-01,清华大学出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m3.ddimg.cn/7/27/1379902003-1_b_1.jpg, 网络规划设计师2009至2015年试题分析与解答 全国计算机专业技术资格考试办公室 主编 【文轩网正版图书】网络规划设计师2009至2015年试题分析与解答 全国计算机专业技术资格考试办公室 主编,http://product.dangdang.com/1379902003.html,,¥58.60,全国计算机专业技术资格考试办公室,2016-10-01,清华大学出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m3.ddimg.cn/13/35/1405543603-1_b_1.jpg," 系统集成项目管理工程师考试辅导 曹济,温丽 著 【文轩网正版图书】系统集成项目管理工程师考试辅导 曹济,温丽 著",http://product.dangdang.com/1405543603.html,,¥109.60,曹济温丽,2018-09-01,清华大学出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m0.ddimg.cn/7/18/1418946910-1_b_1.jpg, Adobe After Effects CC 经典教程2018 Adobe Premiere Pro CC 2018 pr+ae,http://product.dangdang.com/1418946910.html,,¥266.00,,2018-12-10,人民邮电出版社,10条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m3.ddimg.cn/91/19/1432548703-1_b_1.jpg, 全国计算机等级考试二级教程 ACCESS数据库程序设计(2019年版) 教育部考试中心 著 教育部考试中心 编 【文轩网正版图书】全国计算机等级考试二级教程 ACCESS数据库程序设计(2019年版) 教育部考试中心 著 教育部考试中心 编,http://product.dangdang.com/1432548703.html,,¥38.40,教育部考试中心,2018-11-01,高等教育出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m7.ddimg.cn/71/31/1292008877-1_b_1.jpg, 人民邮电出版社 全国计算机等级考试二级MS OFFICE高级应用一本通关 人民邮电出版社 【文轩正版图书】,http://product.dangdang.com/1292008877.html,,¥40.80,全国计算机等级考试命题研究中心未来教育教学与研究中心,2018-03-01,人民邮电出版社,2条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m3.ddimg.cn/90/1/1423203003-1_b_1.jpg, 计算机等级考试试卷汇编与解析 张志强 主编;《试卷汇编与解析》编委会 编 著作 【文轩网正版图书】计算机等级考试试卷汇编与解析 张志强 主编;《试卷汇编与解析》编委会 编 著作,http://product.dangdang.com/1423203003.html,,¥27.00,张志强试卷汇编与解析,2015-08-01,苏州大学出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m0.ddimg.cn/42/19/1418940510-1_b_1.jpg, After Effects CC 中文版超级学习手册+aeCC 影视特效制作2本套 AE教程书籍从入门到精通AE软件视 AE教程书籍从入门到精通,http://product.dangdang.com/1418940510.html,,¥238.00,,2018-12-10,人民邮电出版社,1条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m3.ddimg.cn/82/24/1377523603-1_b_1.jpg, 系统集成项目管理案例分析教程 无 著作 希赛教育软考学院 主编 【文轩网正版图书】系统集成项目管理案例分析教程 无 著作 希赛教育软考学院 主编,http://product.dangdang.com/1377523603.html,,¥43.40,,2014-04-01,电子工业出版社,1条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m0.ddimg.cn/61/19/22921630-1_b_2.jpg, 用多媒体学Flash CS6动画与交互设计 育碟视频教程 从零开始轻松学习flash的动画制作技术,http://product.dangdang.com/22921630.html,育碟软件——您的私人电脑教师！电脑教师请回家，学习电脑不求人！ 系统要求：硬件环境：400MHz以上多媒体电脑，64M以上内存，1024×768真彩显示模式，16倍速以上光驱，兼容声卡。,¥56.70,,None,,19条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m3.ddimg.cn/43/18/1427811703-1_b_4.jpg, 2020年王道计算机组成原理考研复习指导 王道论坛 著 【文轩网正版图书】2020年王道计算机组成原理考研复习指导 王道论坛 著 书中所有选择题视频全免费，扫码即看,http://product.dangdang.com/1427811703.html,本书是计算机专业研究生入学考试“操作系统”课程的复习用书，内容包括操作系统概述、进程管理、内存管理、 文件管理、输入/输出（I/O）管理等。全书严格按照新版计算机考研大纲的操作系统部分，对大纲所涉及的知识点进行 集中梳理，力求内容精炼、重点突出、深入浅出。本书精选各名校的历年考研真题，给出详细的解题思路，力求实现 讲练结合、灵活掌握、举一反三的功效。通过本书“书本＋在线”的学习方式与网上答疑，可大大提高考生的复习效 果，达到事半功倍的复习效率。 本书可作为考生参加计算机专业研究生入学考试的备考复习用书，也可作为计算机专业的学生学习操作系统课程 的辅导用书。,¥44.20,王道论坛,2018-11-01,电子工业出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m6.ddimg.cn/8/29/1315854746-1_b_2.jpg, combustion4.0影视合成大师（软件） ,http://product.dangdang.com/1315854746.html,,¥38.40,,2016-05-10,北京中电电子出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m3.ddimg.cn/8/9/1430936603-1_b_1.jpg, 系统分析师历年真题解析 薛大龙 主编 【文轩网正版图书】系统分析师历年真题解析 薛大龙 主编,http://product.dangdang.com/1430936603.html,,¥39.30,薛大龙,2018-03-01,电子工业出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m8.ddimg.cn/33/22/1229131068-1_b_1.jpg, 数码玩家 照片影像后期制作视频教程（软件） ,http://product.dangdang.com/1229131068.html,"编辑推荐 本套光盘是北京华夏树人数码科技有限公司新开发的多媒体教学光盘。由资深教师讲解，采用视频教学的模式，实时录制。教程是针对在摄影过程中，可能出现的一些问题进行后期的处理，如背光逆光拍摄、更换背景、调整季节、打造超酷特效等等。 通过多次的精选,深入全面的讲解了AdobePhotoshop在数码后期领域的强大作用,使您能够在几天之内轻松玩转数码影像后... 显示全部信息",¥38.40,,2017-12-22,北京中电电子出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m0.ddimg.cn/47/5/1421594210-1_b_1.jpg, 黑客攻防与电脑安全从新手到高手+黑客攻防工具实战新手 全2册 黑客书籍入门自学 黑客服务技术软件 计算机电脑编程从入门 计算机网络管理,http://product.dangdang.com/1421594210.html,,¥128.00,雷震甲,2018-12-12,西安电子科技大学出版社,3条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m7.ddimg.cn/71/20/1279914047-1_b_3.jpg, 2018年王道计算机专业考研(数据结构+操作系统+组成原理+计算机网络)(套装全4册) 电子工业出版社 【文轩正版图书】,http://product.dangdang.com/1279914047.html,本书是王道考研系列中关于计算机考研专业基础课程“计算机组成原理”的复习参考书，是目前市面上的性参考图书，已经过多年的检验，深受读者欢迎与喜爱。,¥144.40,王道论坛,2016-04-01,电子工业出版社,12条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m1.ddimg.cn/30/14/25310271-1_b_1.jpg, 互联网+终身学习终身卡 ,http://product.dangdang.com/25310271.html,,¥2980,,None,,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m7.ddimg.cn/85/13/1428006577-1_b_3.jpg, 未来教育 全国计算机等级考试一本通 一级计算机基础及MS Office应用 2019 人民邮电出版社 【文轩正版图书】全国计算机等级考试一本通——一级计算机基础及MS Office应用 2019年全国计算机等级考试 考试一本通 一级计算机基础及MS Office真考题库 全国计算机全真模拟考试,http://product.dangdang.com/1428006577.html,,¥32.00,全国计算机等级考试命题研究中心未来教育教学与研究中心,2019-01-01,人民邮电出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m2.ddimg.cn/66/10/1035095952-1_b_1.jpg, 儿童数码摄影与修饰艺术 dvd碟片（不含书） 正品保证，好品质好质量 本店销售产品均为正版，请您放心购买！如有疑问可联系在线客服或拨打电话01062604095 QQ514574705,http://product.dangdang.com/1035095952.html,,¥37.00,育蝶,2015-08-01,北京中电电子出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m3.ddimg.cn/36/8/1372301703-1_b_1.jpg, 全国计算机等级考试二级教程 无 著作 教育部考试中心 编者 【文轩网正版图书】全国计算机等级考试二级教程 无 著作 教育部考试中心 编者,http://product.dangdang.com/1372301703.html,,¥40.00,,2014-11-01,高等教育出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m3.ddimg.cn/62/30/1389421403-1_b_1.jpg, (1CD)计算机文字录入处理员(初级 中级)职业技能鉴定辅导练习// 朱锡钧 主编 著作 【文轩网正版图书】(1CD)计算机文字录入处理员(初级 中级)职业技能鉴定辅导练习// 朱锡钧 主编 著作,http://product.dangdang.com/1389421403.html,,¥21.80,朱锡钧,2004-10-01,中国劳动出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.15.00.00.00.00.html,计算机学习/考试/考级,http://img3m7.ddimg.cn/0/16/1435442877-1_b_1.jpg, 天勤论坛 2020版操作系统高分笔记 第8版 机械工业出版社 【文轩正版图书】,http://product.dangdang.com/1435442877.html,,¥36.30,,2019-01-01,机械工业出版社,10条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.11.00.00.00.00.html,教材教辅,http://img3m8.ddimg.cn/71/22/1032548588-1_b_1.jpg, 名师伴读新编小学英语阅读六年级上册书赵淑红编阅读训练名师导读 扫码听音频 阅读做题 ,http://product.dangdang.com/1032548588.html,2007年，广东大音音像出版社出版的 配套人教版小学英语教材 《名师伴读 小学英语阅读》，一经面世便获得热烈反响，受到省内外广大小学师生的热烈追捧。迄今十年，这套读物仍然畅销不衰。 该套读物的编写理念、内容、体例等均经受住了时间的考验 。为了使这套读物更符合改版后小学英语教材在教学上的新要求，我社对该套读物进行了全新修订，出版了《名师伴读 新编小学英语阅读》。在修订过程中，我们邀请原作者赵淑红老师，沿用了原来的编写理念和体例，对内容进行了全新的编写，使之更加与时俱进。 本套读物共包含小学英语三至六年级的上、下册，目前已出版的为四至六年级上、下册，可配合人教版或其它版本英语教材使用。作者在本套读物的编写中，特别强调了区分不同年级学生的阅读难度，即难度适当的原则。 同时，为了培养学生自主,¥17.60,赵淑红,2018-01-03,广东大音音像出版社,108条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.11.00.00.00.00.html,教材教辅,http://img3m8.ddimg.cn/37/5/1032535288-1_b_1.jpg, 名师伴读新编小学英语阅读四年级上册附音频赵淑红编阅读理解正版 扫码听音频 阅读做题 ,http://product.dangdang.com/1032535288.html,2007年，广东大音音像出版社出版的 配套人教版小学英语教材 《名师伴读 小学英语阅读》，一经面世便获得热烈反响，受到省内外广大小学师生的热烈追捧。迄今十年，这套读物仍然畅销不衰。 该套读物的编写理念、内容、体例等均经受住了时间的考验 。为了使这套读物更符合改版后小学英语教材在教学上的新要求，我社对该套读物进行了全新修订，出版了《名师伴读 新编小学英语阅读》。在修订过程中，我们邀请原作者赵淑红老师，沿用了原来的编写理念和体例，对内容进行了全新的编写，使之更加与时俱进。,¥16.50,赵淑红,2018-01-17,广东大音音像出版社,207条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.11.00.00.00.00.html,教材教辅,http://img3m7.ddimg.cn/10/19/1003437577-1_b_2.jpg, 运动训练学 人民体育出版社 【文轩正版图书】,http://product.dangdang.com/1003437577.html,,¥30.20,田麦久,2000-08-01,人民体育出版社,183条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.11.00.00.00.00.html,教材教辅,http://img3m9.ddimg.cn/58/11/1152109489-1_b_1.jpg, 原装正版 义务教育教科书 英语（PEP）（三年级起点）三年级上册 多媒体同步学习光盘（4CD-ROM）教学教辅 小学教 ,http://product.dangdang.com/1152109489.html,,¥98.00,,None,,31条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.11.00.00.00.00.html,教材教辅,http://img3m8.ddimg.cn/97/11/1032541288-1_b_1.jpg, 名师伴读新编小学英语阅读五年级上册书附音频赵淑红编阅读训练 扫码听音频 训练做题 ,http://product.dangdang.com/1032541288.html,2007年，广东大音音像出版社出版的 配套人教版小学英语教材 《名师伴读 小学英语阅读》，一经面世便获得热烈反响，受到省内外广大小学师生的热烈追捧。迄今十年，这套读物仍然畅销不衰。 该套读物的编写理念、内容、体例等均经受住了时间的考验 。为了使这套读物更符合改版后小学英语教材在教学上的新要求，我社对该套读物进行了全新修订，出版了《名师伴读 新编小学英语阅读》。在修订过程中，我们邀请原作者赵淑红老师，沿用了原来的编写理念和体例，对内容进行了全新的编写，使之更加与时俱进。 本套读物共包含小学英语三至六年级的上、下册，目前已出版的为四至六年级上、下册，可配合人教版或其它版本英语教材使用。作者在本套读物的编写中，特别强调了区分不同年级学生的阅读难度，即难度适当的原则。同时，为了培养学生自主,¥17.60,赵淑红,2018-01-02,广东大音音像出版社,95条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.11.00.00.00.00.html,教材教辅,http://img3m7.ddimg.cn/29/33/1504651727-1_b_2.jpg, 2019年 高中英语必修全套光盘5袋（10张光盘）与人教版教材课本配套光盘 英语必修1/2/3/4/5CD-ROM 1 高中英语必修全套 10CD+教材5本,http://product.dangdang.com/1504651727.html,,¥268.00,,2019-06-06,人民教育电子音像出版社,17条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.11.00.00.00.00.html,教材教辅,http://img3m7.ddimg.cn/87/23/1003445277-1_b_2.jpg, 学校体育学 人民体育出版社 【文轩正版图书】,http://product.dangdang.com/1003445277.html,,¥45.30,周登嵩,2004-11-01,人民体育出版社,117条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.11.00.00.00.00.html,教材教辅,http://img3m8.ddimg.cn/34/9/1315936348-1_b_1.jpg, 正版现货 思维导图伴你学初中全套 数学英语语文物理化学知识大全 中考复习冲刺 中学教材全解书视频课程 北京大学出版社 原装正版，闪电发货，正规机打增值税发票,http://product.dangdang.com/1315936348.html,,¥263.00,刘火平,2018-05-01,:北大音像出版社,66条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.11.00.00.00.00.html,教材教辅,http://img3m0.ddimg.cn/50/3/1511131100-1_b_1.jpg, 2019修订版主题教育学习笔记本32开简装党员学习笔记本 正规机打增值税普通发票/全新正版未拆封/满1000元送16GU盘！！,http://product.dangdang.com/1511131100.html,,¥15.00,,2019-06-01,本书编写组,4条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.11.00.00.00.00.html,教材教辅,http://img3m4.ddimg.cn/2/0/1229529314-1_b_1.jpg, 现货直发 思维导图伴你学初中数学+1DVD+手册+导图9787565600708 增值税普通发票，原装正版，现货发售，现货发售，现货发售，现货发售，现货发行。,http://product.dangdang.com/1229529314.html,,¥54.00,李习坤,2019-01-10,北京大学出版社,34条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.11.00.00.00.00.html,教材教辅,http://img3m7.ddimg.cn/0/2/1241907777-1_b_3.jpg, 运动训练学 人民体育出版社 【文轩正版图书】,http://product.dangdang.com/1241907777.html,,¥45.30,田麦久刘大庆,2012-02-01,人民体育出版社,154条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.11.00.00.00.00.html,教材教辅,http://img3m7.ddimg.cn/49/23/1044423517-1_b_1.jpg, 思维导图伴你学初中全套 中考思维导图初中语文+数学+英语+物理+化学初中教辅)(DVD扫码看视频) 特别说明：新版的里面没有DVD光盘了，扫码看视频，需要优惠码的请联系客服，谢谢！!!,http://product.dangdang.com/1044423517.html,,¥263.00,张鹏生,2018-01-01,北京大学出版社,101条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.11.00.00.00.00.html,教材教辅,http://img3m4.ddimg.cn/75/27/1229526714-1_b_1.jpg, 现货直发 思维导图伴你学初中英语1DVD+导图+手册 9787301209714 增值税普通发票，原装正版，现货发售，现货发售，现货发售，现货发售，现货发行。,http://product.dangdang.com/1229526714.html,,¥54.00,刘火平,2019-01-09,北京大学出版社,11条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.11.00.00.00.00.html,教材教辅,http://img3m7.ddimg.cn/13/33/1242634747-1_b_1.jpg, 人教版新课标 八年级物理上册 8VCD ,http://product.dangdang.com/1242634747.html,,¥108.00,人民教育电子音像出版社有限公司,2012-03-01,其他出版社,26条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.11.00.00.00.00.html,教材教辅,http://img3m7.ddimg.cn/86/34/1044397517-1_b_1.jpg, 2018新版思维导图伴你学 高中理科全套 高中数学+英语+语文+物理+化学+生物 高考理科复习资料(DVD扫码看视频) 特别说明：新版的里面没有DVD光盘了，扫码看视频，需要优惠码的请联系客服，谢谢！!!,http://product.dangdang.com/1044397517.html,,¥287.00,思维导图,2018-01-10,北京大学出版社,44条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.11.00.00.00.00.html,教材教辅,http://img3m8.ddimg.cn/57/16/1204843818-1_b_1.jpg, 原装正版新课程名特优教师同步说课与示范：高二年级（高中数学）人教版（10VCD） 闪电发货 包发票,http://product.dangdang.com/1204843818.html,,¥280.00,,2014-09-01,电化教育电子音像出版社,3条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.11.00.00.00.00.html,教材教辅,http://img3m9.ddimg.cn/76/34/1013609299-1_b_1.jpg, 升级版模型解题法 初中数学 解题方法学习法(DVD+训练手册+模型卡片)视频讲座光盘碟片 正规机打增值税普通发票 全新正版未拆封 满1000元 送16G U盘！！,http://product.dangdang.com/1013609299.html,,¥450.00,专家团,2016-10-01,清华同方光盘电子出版社,31条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.11.00.00.00.00.html,教材教辅,http://img3m9.ddimg.cn/76/32/1200304489-1_b_1.jpg, 原装正版 义务教育教科书 英语 七年级 上册 多媒体同步学习光盘 4CD-ROM 教学教辅 英语学习 光盘 ,http://product.dangdang.com/1200304489.html,,¥90.00,,None,,8条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.11.00.00.00.00.html,教材教辅,http://img3m9.ddimg.cn/95/14/1043736899-1_b_1.jpg, 思维导图伴你学 高中数学 导图+手册(DVD扫码看视频) 特别说明：新版的里面没有DVD光盘了，扫码看视频，需要优惠码的请联系客服，谢谢！!!,http://product.dangdang.com/1043736899.html,,¥55.00,何昌荣,2014-10-01,北京大学音像出版社,44条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.11.00.00.00.00.html,教材教辅,http://img3m1.ddimg.cn/79/23/1040194861-1_b_1.jpg, 正版 中国世纪 中国梦 大型主题诗歌朗诵集100首 8CD 书 ,http://product.dangdang.com/1040194861.html,,¥155.00,,2015-10-07,广东大音音像出版社,4条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.11.00.00.00.00.html,教材教辅,http://img3m6.ddimg.cn/25/18/1248751276-1_b_1.jpg, 小组合作学习指导策略 全新正版未拆封 满1000元 送16G U盘,http://product.dangdang.com/1248751276.html,,¥31.80,孙立新,2017-07-01,世界知识出版社,61条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.11.00.00.00.00.html,教材教辅,http://img3m6.ddimg.cn/63/17/1155424806-1_b_2.jpg, 思维导图系列产品引爆思维画出高分小学包邮软件版 让孩子全脑开发 提升记忆思维 提高逻辑思维能力,http://product.dangdang.com/1155424806.html,,¥399.00,张鹏生,2014-05-10,清华同方光盘电子出版社,37条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.11.00.00.00.00.html,教材教辅,http://img3m9.ddimg.cn/10/10/1067409199-1_b_1.jpg, 思维导图伴你学 高中物理 导图+手册(DVD扫码看视频) 特别说明：新版的里面没有DVD光盘了，扫码看视频，需要优惠码的请联系客服，谢谢！!!,http://product.dangdang.com/1067409199.html,,¥55.00,罗时翔,2014-10-01,北京大学音像出版社,32条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.11.00.00.00.00.html,教材教辅,http://img3m9.ddimg.cn/15/8/1040293599-1_b_1.jpg, 思维导图伴你学 高中政治 导图+手册(DVD扫码看视频) 特别说明：新版的里面没有DVD光盘了，扫码看视频，需要优惠码的请联系客服，谢谢！!!,http://product.dangdang.com/1040293599.html,,¥55.00,王宏毅,2014-10-01,北京大学音像出版社,18条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.11.00.00.00.00.html,教材教辅,http://img3m9.ddimg.cn/86/3/1114106189-1_b_1.jpg, 原装正版 义务教育教科书 英语（PEP）（三年级起点） 六年级上册 多媒体同步学习光盘 4CD-ROM 教学教辅 英语 ,http://product.dangdang.com/1114106189.html,,¥98.00,,None,,11条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.11.00.00.00.00.html,教材教辅,http://img3m0.ddimg.cn/93/31/1031324970-1_b_1.jpg, 人教版 高一高中数学必修1 6VCD 视频光盘教材 特级教师辅导 正版 ,http://product.dangdang.com/1031324970.html,,¥116.00,,2017-01-05,人民教育电子音像出版社,15条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.11.00.00.00.00.html,教材教辅,http://img3m4.ddimg.cn/85/2/1225468714-1_b_1.jpg, 升级版 初中语文+数学+英语+物理+化学初中教辅5DVD思维导图伴你学初中全套 增值税普通发票，原装正版，现货发售，现货发售，现货发售，现货发售，现货发行。,http://product.dangdang.com/1225468714.html,,¥262.00,张鹏生,2019-01-02,北京大学出版社,14条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.11.00.00.00.00.html,教材教辅,http://img3m2.ddimg.cn/1/22/1286261362-1_b_5.jpg, 幼儿童珠心算初级教学视频教程幼儿园学习全套+DVD光盘碟片 正版保证 适合4岁左右 儿童 书+DVD 光盘,http://product.dangdang.com/1286261362.html,,¥33.44,,2013-11-07,浦东电子出版社,58条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.11.00.00.00.00.html,教材教辅,http://img3m9.ddimg.cn/92/18/1076881799-1_b_1.jpg, 思维导图学习系列 引爆思维画出高分(高中理科)(6DVD软件版+226张学习导图)视频光盘碟片 正规机打增值税普通发票 全新正版未拆封 满1000元 送16G U盘！！,http://product.dangdang.com/1076881799.html,,¥450.00,张鹏生,2015-11-01,清华同方电子音像出版社,4条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.11.00.00.00.00.html,教材教辅,http://img3m7.ddimg.cn/18/32/1242922347-1_b_1.jpg, 人教版新课标 八年级数学 上册 8VCD ,http://product.dangdang.com/1242922347.html,,¥108.00,李庾南,2012-03-01,人民教育出版社,25条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.11.00.00.00.00.html,教材教辅,http://img3m0.ddimg.cn/62/9/1510067060-1_b_1.jpg, 2019思维导图画古诗(扫码听音频朗读)小学生必背古诗词75+80首注音版语文教材新课标古诗文诵读 思维导图+注音注释+诗文赏析+配乐朗诵,http://product.dangdang.com/1510067060.html,,¥39.20,李三三,2019-06-01,现代教育出版社,3条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.11.00.00.00.00.html,教材教辅,http://img3m9.ddimg.cn/80/14/1114254089-1_b_1.jpg, 原装正版 义务教育教科书 英语（一年级起点） 五年级上册 多媒体同步学习光盘 4CD-ROM 英语学习 英语教学 光盘 ,http://product.dangdang.com/1114254089.html,,¥98.00,,None,,12条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.11.00.00.00.00.html,教材教辅,http://img3m0.ddimg.cn/22/28/1511179780-1_b_1.jpg, 2019版党员政治生日贺卡纪念卡(镂空款)(20份起订) (20份起订)正规机打增值税普通发票/全新正版未拆封/满1000元送16GU盘！！,http://product.dangdang.com/1511179780.html,,¥4.00,,2019-06-01,本书编写组,3条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.11.00.00.00.00.html,教材教辅,http://img3m0.ddimg.cn/22/35/1426848610-1_b_1.jpg, 【世界十大名著】简爱海底两万里爱的教育汤姆索亚历险记老人与海鲁滨逊漂流记名人传小王子世界名著青少年中学生课外读物小说书 【世界十大名著】,http://product.dangdang.com/1426848610.html,,¥128.00,,2018-12-12,北京日报出版社,7条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.11.00.00.00.00.html,教材教辅,http://img3m9.ddimg.cn/57/5/1115558589-1_b_1.jpg, 原装正版 义务教育教科书 英语（一年级起点） 四年级上册 多媒体同步学习光盘 4CD-ROM 英语学习 英语教学 光盘 ,http://product.dangdang.com/1115558589.html,,¥98.00,,None,,10条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.11.00.00.00.00.html,教材教辅,http://img3m0.ddimg.cn/18/18/1030050270-1_b_2.jpg, 人教版小学六年级数学上册 8VCD 特级教师辅导光盘视频教材 正版 8张光盘 *改版 视频教学 真人老师讲课,http://product.dangdang.com/1030050270.html,,¥143.00,小学教辅,2016-12-31,人民教育电子音像出版社,23条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.11.00.00.00.00.html,教材教辅,http://img3m1.ddimg.cn/12/12/1029020961-1_b_1.jpg, 正版 现货 红色经典系列故事：邓小平的故事（DVD） ,http://product.dangdang.com/1029020961.html,,¥128.00,,2015-08-01,武警音像出版社,2条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.11.00.00.00.00.html,教材教辅,http://img3m7.ddimg.cn/33/34/1248200547-1_b_1.jpg, 人教版小学英语PEP 三年级英语下册 6VCD ,http://product.dangdang.com/1248200547.html,,¥85.00,路锦珊,2014-03-01,人民教育出版社,22条评论
